ID,Case_Number,Date_Time,Block,IUCR,Primary_Type,Description,Location_Description,Arrest,Domestic,Beat,District,Ward,Community_Area,FBI_Code,Latitude,Longitude
9920444,HY130262,01/27/2015 10:08:39 AM,070XX S MAY ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",NO,NO,733,7.0,17,68,08B,41.765453622,-87.653056056
9929325,HY139470,02/04/2015 01:30:50 PM,103XX S EWING AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",NO,NO,432,4.0,10,52,08B,41.706875158,-87.535139243
9918033,HY128797,01/25/2015 11:00:46 PM,014XX N HOYNE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NO,NO,1424,14.0,32,24,07,41.907875435,-87.679984061
9919437,HY129884,01/26/2015 08:40:49 PM,039XX S KEDZIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,YES,NO,921,9.0,14,58,18,41.821213406,-87.704341954
9932781,HY142839,01/29/2015 05:00:11 PM,007XX N LA SALLE DR,0810,THEFT,OVER $500,OTHER,NO,NO,1832,18.0,42,8,06,41.89622917,-87.632555618
9917141,HY127440,01/24/2015 06:15:58 PM,119XX S LA SALLE ST,0820,THEFT,$500 AND UNDER,RESIDENCE,NO,NO,522,5.0,9,53,06,41.676994334,-87.626410082
9926145,HY136450,02/01/2015 02:00:35 PM,048XX S CALUMET AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,NO,YES,224,2.0,3,38,04B,41.807303928,-87.618248679
9933142,HY143512,02/07/2015 06:18:42 PM,030XX N HONORE ST,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,RESIDENCE,NO,YES,1931,19.0,32,5,26,41.937399775,-87.674085187
9922657,HY132768,01/29/2015 11:20:59 AM,026XX W 45TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,YES,NO,922,9.0,12,58,18,41.81207141,-87.69129923
9924650,HY134315,01/30/2015 03:30:15 PM,022XX N CALIFORNIA AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,CTA STATION,YES,YES,1431,14.0,1,22,26,41.9220307,-87.697183292
9923581,HY133659,01/30/2015 06:18:18 AM,012XX W 81ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,YES,YES,612,6.0,21,71,08B,41.746936662,-87.65564815
9918979,HY129324,01/26/2015 01:00:50 PM,027XX S KARLOV AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,YES,NO,1031,10.0,22,30,18,41.841988993,-87.727068151
9919115,HY127706,01/24/2015 11:55:58 PM,047XX N HAMLIN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,NO,NO,1723,,39,14,03,,
9928375,HY138979,02/04/2015 04:30:59 AM,021XX S HARDING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,YES,YES,1014,10.0,24,29,14,41.853123795,-87.723688879
9931217,HY140306,02/05/2015 08:30:48 AM,022XX S ST LOUIS AVE,0320,ROBBERY,STRONGARM - NO WEAPON,VEHICLE NON-COMMERCIAL,NO,NO,1024,10.0,22,30,03,41.851070943,-87.712392425
9922235,HY132291,01/27/2015 09:30:28 PM,017XX W 19TH ST,0460,BATTERY,SIMPLE,STREET,NO,NO,1234,12.0,25,31,08B,41.856040247,-87.668655502
9923850,HY133829,01/29/2015 02:30:12 PM,010XX W DIVISION ST,0560,ASSAULT,SIMPLE,GROCERY FOOD STORE,NO,NO,1822,18.0,32,8,08A,41.903669403,-87.653658985
9921685,HY131461,01/27/2015 02:00:37 PM,032XX S WENTWORTH AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,NO,YES,915,9.0,11,34,26,41.835779527,-87.631769661
9932867,HY142968,02/07/2015 11:35:22 AM,024XX E 79TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,YES,NO,421,4.0,7,43,18,41.751872379,-87.56392942
9930934,HY139677,01/27/2015 12:00:32 PM,041XX N LINCOLN AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,NO,NO,1911,19.0,47,5,26,41.956154565,-87.679991169
9916985,HY127402,01/24/2015 05:00:39 PM,028XX W 44TH ST,1235,DECEPTIVE PRACTICE,UNLAWFUL USE OF RECORDED SOUND,STREET,YES,NO,922,9.0,12,58,11,41.813822671,-87.695313207
9935432,HY145976,02/06/2015 09:00:29 AM,015XX W OHIO ST,0820,THEFT,$500 AND UNDER,STREET,NO,NO,1215,12.0,26,24,06,41.892546822,-87.666734566
9917054,HY127421,01/24/2015 06:44:56 PM,062XX W BLOOMINGDALE AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,PARK PROPERTY,YES,NO,2513,25.0,29,25,24,41.912955193,-87.780323711
9923218,HY131845,01/28/2015 12:57:11 PM,001XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,NO,NO,111,1.0,42,32,11,41.883480076,-87.627730028
9916962,HY127446,01/24/2015 07:20:48 PM,011XX N LAWLER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,YES,NO,1531,15.0,37,25,18,41.901703561,-87.751937764
9923118,HY133305,01/29/2015 01:38:30 PM,032XX N BROADWAY,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,NO,NO,1925,19.0,44,6,06,41.940588136,-87.644563338
9928699,HY139083,02/04/2015 08:30:43 AM,025XX W BELDEN AVE,0820,THEFT,$500 AND UNDER,STREET,NO,NO,1431,14.0,1,22,06,41.923376016,-87.690401365
9920621,HY130615,01/26/2015 07:00:44 PM,086XX S COLFAX AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,NO,NO,423,4.0,7,46,20,41.737639281,-87.561303738
9926125,HY136425,02/01/2015 02:00:21 PM,109XX S AVENUE G,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,YES,NO,432,4.0,10,52,08B,41.695836271,-87.531808238
9919393,HY129795,01/26/2015 05:20:43 PM,038XX W EDDY ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,NO,NO,1732,17.0,30,21,05,41.945397785,-87.724005221
9923079,HY133186,01/29/2015 04:15:13 PM,075XX S SOUTH SHORE DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,YES,NO,421,4.0,7,43,08B,41.760350416,-87.557128085
9925513,HY135624,01/31/2015 04:00:11 PM,010XX N LARAMIE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,NO,NO,1531,15.0,37,25,26,41.898919913,-87.755548033
9934280,HY144967,02/06/2015 03:45:41 PM,008XX W 103RD ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,CTA BUS,NO,NO,2232,22.0,34,73,04B,41.706799926,-87.643471824
9923000,HY133024,01/29/2015 03:05:48 PM,049XX W MEDILL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,2522,25.0,31,19,08B,41.923397917,-87.750546614
9934232,HY144944,02/08/2015 09:00:37 PM,049XX W RACE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,1532,15.0,37,25,14,41.890336484,-87.74915045
59,HY139558,02/04/2015 04:07:11 PM,031XX W 84TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,YES,NO,835,8.0,18,70,01A,41.739677189,-87.700257704
9917562,HY128202,01/25/2015 12:00:39 PM,013XX N MAYFIELD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,NO,NO,2531,25.0,29,25,06,41.904782429,-87.772878237
9930925,HY140993,02/05/2015 09:00:25 AM,050XX W SCHOOL ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,1634,16.0,38,15,14,41.940692998,-87.752362937
9926822,HY137086,02/02/2015 12:30:35 PM,070XX S ASHLAND AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,NO,NO,735,7.0,17,67,08B,41.765794892,-87.6639685
9916262,HY126468,01/23/2015 11:00:41 PM,067XX S RIDGELAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,YES,YES,332,3.0,5,43,08B,41.772472177,-87.582768147
9917177,HY127697,01/24/2015 11:12:10 PM,055XX N WESTERN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,YES,NO,2012,20.0,40,4,18,41.982990563,-87.689294392
9923119,HY133289,01/29/2015 06:20:29 PM,003XX E 71ST ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NO,NO,322,3.0,6,69,07,41.765773596,-87.617639697
9925073,HY134849,01/30/2015 10:45:12 PM,030XX W JACKSON BLVD,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,NO,NO,1124,11.0,28,27,04B,41.877483905,-87.701234801
9916747,HY125963,01/23/2015 03:30:33 PM,008XX W ALDINE AVE,0460,BATTERY,SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,NO,NO,1924,19.0,44,6,08B,41.941667194,-87.651557457
9916239,HY126436,01/23/2015 10:15:25 PM,047XX S DAMEN AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,YES,NO,931,9.0,20,61,26,41.8077255,-87.674517714
9926927,HY137589,02/02/2015 07:55:49 PM,018XX S KEDZIE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,YES,NO,1022,10.0,24,29,18,41.85707777,-87.705260736
9940194,HY150109,02/04/2015 12:01:54 AM,097XX S YATES AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,NO,NO,431,,7,51,11,,
9929372,HY139359,02/04/2015 12:00:35 PM,074XX S BLACKSTONE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,NO,NO,324,3.0,5,43,26,41.75946059,-87.588534871
9917959,HY128701,01/25/2015 10:29:37 PM,050XX W WASHINGTON BLVD,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,YES,YES,1532,15.0,28,25,04A,41.881840793,-87.751952611
9920806,HY129976,01/26/2015 02:00:53 PM,078XX S SOUTH SHORE DR,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,NO,NO,421,,7,43,05,,
9928998,HY139336,01/23/2015 10:00:51 AM,041XX N SPRINGFIELD AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,NO,YES,1723,17.0,39,16,26,41.956449067,-87.725102167
9936810,HY146781,02/06/2015 09:00:29 AM,022XX N HARLEM AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,NO,NO,2512,25.0,36,25,26,41.920142321,-87.805986099
9928121,HY138375,02/03/2015 12:45:12 PM,039XX N KILDARE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,NO,NO,1731,17.0,38,16,05,41.952232392,-87.735251899
9925154,HY135041,01/29/2015 11:00:41 PM,059XX N MELVINA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,NO,NO,1622,16.0,45,10,14,41.988934438,-87.782623975
9929610,HY139918,01/29/2015 08:00:29 PM,077XX S MORGAN ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,NO,NO,612,6.0,17,71,26,41.753223537,-87.649109902
9934446,HY143849,02/07/2015 09:00:58 PM,006XX W 123RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,NO,YES,523,,34,53,08B,,
9923229,HY133331,01/29/2015 07:20:11 PM,068XX S HARPER AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,NO,NO,332,3.0,5,43,03,41.771020755,-87.587873274
9924709,HY134483,01/30/2015 04:00:43 PM,064XX S RICHMOND ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,NO,NO,823,8.0,15,66,05,41.775796827,-87.697112688
9917150,HY127539,01/24/2015 08:55:35 PM,079XX S ASHLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,YES,NO,611,6.0,21,71,26,41.750122626,-87.663574309
9922218,HY132416,01/29/2015 01:30:34 AM,031XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,NO,NO,211,2.0,2,35,08B,41.83823887,-87.617614484
9934942,HY145411,02/08/2015 02:00:30 PM,003XX E WACKER DR,2820,OTHER OFFENSE,TELEPHONE THREAT,STREET,NO,NO,114,1.0,42,32,26,41.887548815,-87.619580018
9930009,HY140318,02/03/2015 09:00:51 AM,002XX N COLUMBUS DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESTAURANT,NO,NO,114,1.0,42,32,11,41.886368372,-87.620838117
9921113,HY131105,01/27/2015 08:39:38 PM,024XX W 71ST ST,2034,NARCOTICS,POSSESSION: SYNTHETIC MARIJUANA,STREET,YES,NO,832,8.0,18,66,18,41.764588972,-87.683360514
9920909,HY130858,01/27/2015 02:00:17 PM,044XX W CORTEZ ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,1111,11.0,37,23,14,41.89965318,-87.737399406
9925660,HY134677,01/29/2015 10:00:14 PM,048XX N RIDGEWAY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,1712,17.0,39,14,08B,41.968846249,-87.721785096
9933430,HY143875,02/08/2015 02:20:29 AM,009XX N KARLOV AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,1111,11.0,37,23,08B,41.898093277,-87.728774715
9925900,HY136100,01/31/2015 09:00:49 PM,063XX N GLENWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,2433,24.0,40,77,08B,41.997457602,-87.665225101
9929718,HY140098,02/04/2015 09:49:47 PM,045XX W WEST END AVE,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,YES,NO,1113,11.0,28,26,16,41.883323255,-87.738135068
9929614,HY139980,02/04/2015 08:15:31 PM,007XX N AVERS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,YES,NO,1112,11.0,27,23,18,41.893857139,-87.722218168
9929755,HY140138,02/04/2015 11:50:52 PM,011XX N LAWLER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,1531,15.0,37,25,08B,41.901142412,-87.752218352
9933812,HY144391,02/08/2015 03:00:44 PM,057XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,712,7.0,16,68,08B,41.788958009,-87.649738432
9919306,HY129497,01/26/2015 12:19:20 PM,007XX N SACRAMENTO BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,NO,NO,1221,12.0,27,23,26,41.89384272,-87.70230027
9920702,HY130723,01/27/2015 12:00:25 PM,048XX N ALBANY AVE,0820,THEFT,$500 AND UNDER,STREET,NO,NO,1713,17.0,33,14,06,41.969470209,-87.706206088
9930946,HY140736,02/04/2015 04:00:12 PM,033XX W VAN BUREN ST,0560,ASSAULT,SIMPLE,RESIDENCE,NO,NO,1134,11.0,28,27,08A,41.875366157,-87.708907747
9918511,HY129070,01/26/2015 04:00:32 AM,031XX W 66TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NO,NO,831,8.0,15,66,07,41.773615544,-87.702666258
9933054,HY143318,02/07/2015 03:40:31 PM,004XX S STATE ST,0460,BATTERY,SIMPLE,LIBRARY,YES,NO,113,1.0,2,32,08B,41.875972109,-87.627775902
9925540,HY135676,01/31/2015 06:30:49 PM,052XX S PULASKI RD,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),NO,NO,822,8.0,23,62,06,41.797538331,-87.723137773
9925615,HY135734,01/31/2015 07:30:45 PM,039XX N PINE GROVE AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,NO,NO,1925,19.0,46,6,03,41.953320176,-87.648047418
9921486,HY131442,01/28/2015 09:00:21 AM,039XX W VAN BUREN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,1132,11.0,24,26,08B,41.875166947,-87.72496652
9923559,HY133697,01/30/2015 05:00:32 AM,011XX N DEARBORN ST,0610,BURGLARY,FORCIBLE ENTRY,OTHER,NO,NO,1824,18.0,42,8,05,41.903475511,-87.630118044
9917699,HY128312,01/24/2015 04:00:29 PM,033XX W OHIO ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,NO,NO,1121,11.0,27,23,03,41.891965071,-87.710233578
9927503,HY137983,02/03/2015 08:20:36 AM,035XX E 114TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",YES,NO,433,4.0,10,52,18,41.688109378,-87.537498377
9918001,HY128793,01/26/2015 03:00:38 AM,015XX W PRATT BLVD,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,NO,NO,2431,24.0,49,1,05,42.005503308,-87.669438341
9931148,HY141299,02/05/2015 11:45:46 PM,020XX S PULASKI RD,2027,NARCOTICS,POSS: CRACK,STREET,YES,NO,1012,10.0,24,29,18,41.854351819,-87.724976617
9933249,HY141169,02/05/2015 09:00:31 AM,026XX W BERWYN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,NO,NO,2011,20.0,40,4,05,41.977776658,-87.695698317
9917436,HY127951,01/25/2015 05:59:50 AM,068XX S DORCHESTER AVE,0460,BATTERY,SIMPLE,STREET,NO,NO,321,3.0,5,43,08B,41.771295233,-87.591272024
9932122,HY141914,02/06/2015 02:50:25 PM,035XX W LEXINGTON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,YES,NO,1133,11.0,24,27,18,41.871884593,-87.714140653
9918644,HY129059,01/24/2015 05:52:54 PM,048XX N LINCOLN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),NO,NO,2031,20.0,47,4,11,41.968721604,-87.688474721
9923476,HY132553,01/28/2015 07:00:27 AM,0000X S JEFFERSON ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),NO,NO,121,1.0,42,28,06,41.88068004,-87.642475022
9924165,HY133750,01/30/2015 07:08:26 AM,093XX S COMMERCIAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,NO,YES,423,4.0,10,48,08B,41.7261993,-87.551311684
9932062,HY141637,02/06/2015 09:27:15 AM,005XX N SPRINGFIELD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,YES,NO,1122,11.0,27,23,15,41.890574396,-87.723648755
9932156,HY141747,02/06/2015 12:38:28 PM,034XX W WALNUT ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,NO,YES,1123,11.0,28,27,08B,41.885342133,-87.712060685
9921712,HY130459,01/23/2015 10:10:53 AM,001XX E 51ST ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,DAY CARE CENTER,NO,NO,224,2.0,3,38,11,41.802121345,-87.622003277
9934836,HY145212,02/08/2015 08:00:39 PM,042XX S WESTERN BLVD,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER,NO,NO,924,9.0,12,61,14,41.815797872,-87.683928849
9929569,HY139767,02/04/2015 01:00:48 AM,058XX S WABASH AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,NO,YES,232,2.0,20,40,04B,41.788883014,-87.623792408
9928072,HY138333,02/03/2015 02:58:39 PM,0000X E ROOSEVELT RD,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),NO,NO,123,1.0,2,32,08B,41.867542499,-87.625662108
9933920,HY144341,02/08/2015 02:30:28 PM,042XX N SACRAMENTO AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,NO,NO,1724,17.0,33,16,11,41.958209149,-87.703412018
9916336,HY126538,01/24/2015 12:02:57 AM,007XX N LATROBE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,YES,YES,1524,15.0,28,25,08B,41.893187057,-87.75661341
9916290,HY126496,01/23/2015 11:15:26 PM,022XX W 63RD ST,1120,DECEPTIVE PRACTICE,FORGERY,STREET,YES,NO,825,8.0,15,66,10,41.779120021,-87.679972769
9916192,HY126313,01/23/2015 08:03:19 PM,114XX S EGGLESTON AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",NO,NO,2233,22.0,34,49,08B,41.686577614,-87.633594354
9925198,HY135095,01/30/2015 11:50:28 PM,048XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),NO,NO,224,2.0,3,38,06,41.806128039,-87.622897929
9928162,HY138671,02/03/2015 03:18:34 PM,047XX W HARRISON ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,YES,NO,1131,11.0,24,25,24,41.87304168,-87.744744048
9918897,HY129314,01/26/2015 01:15:17 PM,043XX S ARCHER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,YES,NO,922,9.0,14,58,18,41.815156254,-87.702743116
9920978,HY130941,01/27/2015 06:50:47 PM,039XX W JACKSON BLVD,0880,THEFT,PURSE-SNATCHING,STREET,NO,NO,1122,11.0,28,26,06,41.877199477,-87.725303421
9929999,HY139597,02/03/2015 06:00:44 PM,076XX S LUELLA AVE,0820,THEFT,$500 AND UNDER,STREET,NO,NO,414,4.0,7,43,06,41.756046588,-87.570121061
9923398,HY133573,01/29/2015 11:49:39 PM,001XX N LAMON AVE,0460,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),YES,NO,1532,15.0,28,25,08B,41.883644084,-87.747694757
9939914,HY150084,01/28/2015 12:30:43 PM,108XX S HOMAN AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,NO,NO,2211,22.0,19,74,06,41.696280211,-87.706084357
9927965,HY138297,02/03/2015 11:00:52 AM,055XX W SUNNYSIDE AVE,0560,ASSAULT,SIMPLE,OTHER,NO,NO,1623,16.0,45,15,08A,41.962247459,-87.766918536
9917715,HY128398,01/25/2015 01:00:50 AM,006XX N CLARK ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,NO,NO,1832,18.0,42,8,06,41.893691482,-87.631327239
9918450,HY129078,01/26/2015 10:40:57 AM,005XX S LAVERGNE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,YES,NO,1533,15.0,24,25,18,41.873189677,-87.749005535
9932727,HY142818,02/06/2015 07:15:42 PM,017XX N HARDING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,2535,25.0,30,23,14,41.912120087,-87.725328484
9926826,HY137441,02/02/2015 04:22:51 PM,089XX S ESCANABA AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,YES,NO,423,4.0,10,46,26,41.733107427,-87.554243114
9921080,HY131161,01/27/2015 10:00:10 PM,034XX N NEWCASTLE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,NO,YES,1632,16.0,36,17,08A,41.94313145,-87.797254343
9922783,HY132773,01/29/2015 10:00:43 AM,040XX S FEDERAL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,NO,YES,213,2.0,3,38,08B,41.82034042,-87.628654751
9920172,HY130305,01/27/2015 10:15:18 AM,009XX E 80TH ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,NO,YES,624,6.0,8,44,04B,41.749615476,-87.600709006
9928748,HY139156,02/04/2015 09:27:35 AM,013XX W 98TH PL,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,NO,YES,2213,22.0,21,73,26,41.715087032,-87.656264857
9922983,HY132983,01/29/2015 02:09:45 PM,026XX N ELSTON AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,YES,NO,1432,14.0,1,22,06,41.929822521,-87.684603724
9935787,HY146335,02/08/2015 09:30:18 AM,089XX S JUSTINE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,NO,NO,2221,22.0,21,73,26,41.730570282,-87.661843091
9933666,HY144208,02/07/2015 11:00:17 PM,042XX S CAMPBELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,921,9.0,12,58,14,41.815986851,-87.687268877
9921084,HY131028,01/27/2015 01:00:52 PM,016XX E 82ND ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,NO,NO,411,4.0,8,45,05,41.746144104,-87.58498039
9938573,HY148506,02/06/2015 11:30:57 AM,015XX E 71ST ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,NO,NO,324,3.0,5,43,11,41.765848342,-87.587962478
9929409,HY139607,01/30/2015 02:00:31 PM,098XX S MARYLAND AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,NO,NO,511,5.0,8,50,06,41.715157132,-87.603173545
9917947,HY128690,01/25/2015 11:00:58 PM,024XX W DEVON AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,NO,NO,2412,24.0,50,2,04B,41.997817296,-87.691227143
9925740,HY135847,01/31/2015 09:40:36 PM,012XX W 76TH ST,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,YES,NO,612,6.0,17,71,08B,41.755949001,-87.654725058
9923213,HY133345,01/29/2015 06:30:37 PM,104XX S WESTERN AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),NO,NO,2211,22.0,19,72,06,41.703716058,-87.681685172
9926574,HY136880,02/02/2015 08:50:13 AM,071XX S YALE AVE,0460,BATTERY,SIMPLE,APARTMENT,NO,NO,731,7.0,6,69,08B,41.764480123,-87.630831493
9926053,HY136346,02/01/2015 01:00:27 PM,048XX W MONROE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,YES,NO,1533,15.0,28,25,18,41.879606883,-87.745465955
9930330,HY140323,02/05/2015 07:10:23 AM,007XX S LAWNDALE AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,YES,NO,1133,11.0,24,27,18,41.872536026,-87.717908834
9919294,HY129659,01/26/2015 09:00:14 AM,006XX S LOOMIS ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,NO,NO,1231,12.0,25,28,05,41.874052815,-87.661929529
9933362,HY143797,02/07/2015 11:39:45 PM,082XX S LOOMIS BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,YES,NO,614,6.0,21,71,18,41.74478047,-87.658587662
9922672,HY132786,01/29/2015 12:06:25 PM,031XX W LEXINGTON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,YES,NO,1134,11.0,24,27,18,41.87199644,-87.703921428
9924492,HY133898,01/29/2015 03:45:12 PM,014XX N LARAMIE AVE,0460,BATTERY,SIMPLE,PARK PROPERTY,NO,NO,2533,25.0,37,25,08B,41.9069066,-87.755736852
9917077,HY127472,01/24/2015 06:27:50 PM,064XX S NORMAL BLVD,2091,NARCOTICS,FORFEIT PROPERTY,OTHER,YES,NO,722,7.0,20,68,26,41.776424203,-87.637292929
